query_id,query_length,unique_query_terms,query_vocab_coverage_rate,mean_query_idf,max_query_idf,mean_overlap_on_relevant_docs,n_relevant_docs
63,11,11,0.5454545454545454,3.8097774544047183,5.536891345234797,,0
64,27,24,0.625,4.392507762749768,6.858647185217117,,0
65,16,14,0.7142857142857143,3.291046391137556,6.858647185217117,,0
66,24,21,0.5714285714285714,3.71469242067746,6.0477169690007875,,0
67,17,16,0.5625,3.0561590948273762,5.41172820228079,,0
68,17,17,0.6470588235294118,4.441418180401986,5.67999218887547,,0
69,12,12,0.6666666666666666,3.401361939942163,5.472352824097226,,0
70,8,8,0.75,3.065681369205618,4.313115913612681,,0
71,6,6,0.8333333333333334,2.9386474710555768,3.826100938540409,,0
72,18,18,0.6666666666666666,3.6460926516182535,6.165500004657171,,0
73,25,23,0.782608695652174,4.237716141724388,6.299031397281694,,0
74,24,22,0.6363636363636364,4.108728039194817,7.551794365777062,,0
75,24,21,0.6666666666666666,4.470181541813448,6.165500004657171,,0
76,23,21,0.6190476190476191,3.169038834891926,5.200419108613584,,0
77,20,18,0.6111111111111112,3.35385894841782,5.200419108613584,,0
78,14,13,0.38461538461538464,5.078836831845611,6.635503633902907,,0
79,17,16,0.6875,3.212473094449992,4.460751912418746,,0
80,18,18,0.6111111111111112,4.687700007059397,7.1463292576688975,,0
81,13,12,0.3333333333333333,4.698815221192875,5.300502567170566,,0
82,23,21,0.5714285714285714,3.8250157110374867,5.67999218887547,,0
83,11,9,0.4444444444444444,3.198573423589558,4.255957499772732,,0
84,20,19,0.7368421052631579,3.5704172714592675,5.67999218887547,,0
85,19,18,0.6111111111111112,3.7485980839206507,7.1463292576688975,,0
86,19,19,0.631578947368421,4.045719777527892,6.299031397281694,,0
87,22,20,0.7,3.715062472020288,7.1463292576688975,,0
88,23,21,0.5714285714285714,4.438353173750138,5.847046273538637,,0
89,20,18,0.4444444444444444,3.932317295160362,5.760034896549007,,0
90,6,6,0.5,3.576619345117398,4.219589855601858,,0
91,8,8,0.625,4.03191761923232,6.0477169690007875,,0
92,35,30,0.5333333333333333,4.5029207492239145,6.299031397281694,,0
93,21,21,0.5714285714285714,3.6533542363754576,5.605884216721749,,0
94,15,14,0.5714285714285714,3.106668906012606,3.629821029495748,,0
95,10,10,0.6,3.4021960342315194,4.9491046803326775,,0
96,13,13,0.6153846153846154,3.3681333144757253,4.460751912418746,,0
97,17,17,0.47058823529411764,4.928213773716335,6.858647185217117,,0
98,21,21,0.6190476190476191,4.735920590307662,6.453182077108952,,0
99,28,23,0.43478260869565216,4.473100981056538,6.453182077108952,,0
100,17,15,0.6666666666666666,3.716531118984137,5.354569788440842,,0
101,20,18,0.6111111111111112,4.3630590545460635,5.67999218887547,,0
102,9,9,0.8888888888888888,4.405485621745607,6.858647185217117,,0
103,10,9,0.5555555555555556,4.4585822692051895,5.605884216721749,,0
104,22,19,0.631578947368421,3.9094900902683505,5.847046273538637,,0
105,17,15,0.5333333333333333,4.683799019468591,6.858647185217117,,0
106,5,5,0.8,3.9812608000405936,4.810954341851861,,0
107,26,23,0.5652173913043478,4.160270110226868,6.165500004657171,,0
108,12,12,0.5,4.158193233611942,5.760034896549007,,0
109,5,5,0.8,3.947815052221438,4.661422607880898,,0
110,18,15,0.6666666666666666,3.830012558969668,4.9491046803326775,,0
111,16,16,0.5625,4.1923873072021065,6.0477169690007875,,0
112,23,20,0.7,3.5596382918038296,5.942356453342962,,0
113,14,13,0.7692307692307693,3.7538423575287263,5.153899092978691,,0
114,44,34,0.5588235294117647,4.000508191354393,7.551794365777062,,0
115,20,17,0.6470588235294118,4.577338282068993,7.551794365777062,,0
116,19,15,0.5333333333333333,3.6264841144656765,4.483741430643445,,0
117,23,18,0.5555555555555556,4.00932783401762,7.1463292576688975,,0
118,17,15,0.4666666666666667,3.8547263851825924,6.299031397281694,,0
119,22,20,0.6,4.229771964107316,6.858647185217117,,0
120,24,21,0.7142857142857143,4.29311059925719,7.1463292576688975,,0
121,16,15,0.6,4.555882706080717,6.0477169690007875,,0
122,19,17,0.5882352941176471,3.860694212319699,5.67999218887547,,0
123,17,17,0.5882352941176471,4.09945598267255,5.605884216721749,,0
124,38,34,0.6470588235294118,3.7379714235326813,6.0477169690007875,,0
125,8,8,0.875,3.7977181210625557,6.0477169690007875,,0
126,8,8,0.875,4.894825446545331,6.0477169690007875,,0
127,21,19,0.5789473684210527,3.93157717794311,6.0477169690007875,,0
128,12,11,0.5454545454545454,5.008764721064144,7.1463292576688975,,0
129,16,16,0.625,3.9611540068301005,6.858647185217117,,0
130,20,17,0.5882352941176471,4.403527475251935,6.858647185217117,,0
131,19,18,0.7222222222222222,4.212699966851225,5.942356453342962,,0
132,5,5,0.8,3.771312358028278,4.6895934848475935,,0
133,5,5,0.8,3.676138348029339,4.6895934848475935,,0
134,22,19,0.631578947368421,4.16210772380203,6.453182077108952,,0
135,11,10,0.5,3.4561600126756518,4.810954341851861,,0
136,14,13,0.6153846153846154,3.6739427881975386,5.67999218887547,,0
137,38,36,0.6944444444444444,4.314248470019956,6.453182077108952,,0
138,17,14,0.6428571428571429,3.824974302653619,5.066887715989061,,0
139,23,18,0.6666666666666666,3.727168655744411,5.066887715989061,,0
140,10,10,0.5,5.309930917383424,6.858647185217117,,0
141,12,12,0.5,3.7247024193918747,4.040248926946041,,0
142,14,14,0.6428571428571429,4.954792431528955,7.551794365777062,,0
143,13,13,0.5384615384615384,3.7832530963978743,5.300502567170566,,0
144,33,28,0.6785714285714286,4.395061309254855,7.1463292576688975,,0
145,18,18,0.6666666666666666,3.8861617538228406,5.41172820228079,,0
146,18,17,0.5294117647058824,4.355434021299486,5.942356453342962,,0
147,15,14,0.6428571428571429,4.644378614454039,6.299031397281694,,0
148,10,10,0.7,4.007408300303333,6.0477169690007875,,0
149,15,15,0.5333333333333333,3.8572386316749636,5.249209272783016,,0
150,13,13,0.46153846153846156,3.0372643081859665,4.394793944626948,,0
151,16,15,0.5333333333333333,3.4922171123348695,5.41172820228079,,0
152,17,16,0.375,3.0079993102523805,4.055286804310581,,0
153,8,8,0.375,3.815423028914207,4.5313694796326995,,0
154,13,13,0.7692307692307693,4.219408604684639,5.472352824097226,,0
155,8,8,0.75,4.639615009348985,5.605884216721749,,0
156,11,11,0.6363636363636364,4.781806087786417,5.536891345234797,,0
157,23,21,0.6190476190476191,3.184471164392934,4.373740535429116,,0
158,8,8,0.375,3.495096890343541,3.8504923916645684,,0
159,21,18,0.6666666666666666,4.491136020609532,7.1463292576688975,,0
160,33,29,0.6206896551724138,4.347999672762823,6.858647185217117,,0
161,30,28,0.6428571428571429,3.5674297216616915,5.41172820228079,,0
162,23,23,0.6521739130434783,3.2686163319502737,4.134067682163696,,0
163,22,19,0.631578947368421,3.8491665512256215,6.0477169690007875,,0
164,8,8,0.375,5.0907234461402835,5.942356453342962,,0
165,15,14,0.6428571428571429,3.6303631461571575,5.300502567170566,,0
166,17,16,0.5625,3.054099436791402,4.507271928053639,,0
167,21,20,0.7,4.367844326733541,7.551794365777062,,0
168,27,20,0.55,3.669691101373951,5.760034896549007,,0
169,30,25,0.56,3.703293993181714,7.1463292576688975,,0
170,29,29,0.4827586206896552,4.899291327737188,7.551794365777062,,0
171,21,18,0.5555555555555556,3.2363937988370566,4.07055427644137,,0
172,9,9,0.5555555555555556,3.1140115232480254,5.472352824097226,,0
173,14,13,0.6923076923076923,4.293803941008078,7.551794365777062,,0
174,11,11,0.8181818181818182,4.588709895876005,7.1463292576688975,,0
175,9,9,0.6666666666666666,3.4041033788771053,6.0477169690007875,,0
176,12,12,0.8333333333333334,3.817113350864402,6.858647185217117,,0
177,14,13,0.5384615384615384,4.822891297978729,6.635503633902907,,0
178,12,12,0.5833333333333334,4.802141942552888,6.299031397281694,,0
179,39,33,0.5454545454545454,4.269077882425106,7.1463292576688975,,0
180,10,10,0.6,4.512445168070172,4.7792056435372805,,0
181,7,7,0.8571428571428571,3.831156979560893,6.0477169690007875,,0
182,20,19,0.5263157894736842,3.5524581037901206,5.109447330407857,,0
183,14,13,0.5384615384615384,4.373192393080785,5.67999218887547,,0
184,5,5,0.4,4.595380814981607,5.41172820228079,,0
185,5,5,0.8,3.864323167469887,4.6895934848475935,,0
186,10,10,0.6,4.0304379629363085,7.1463292576688975,,0
187,19,17,0.5882352941176471,3.6449749777077116,5.354569788440842,,0
188,20,19,0.5263157894736842,4.607691942579739,6.165500004657171,,0
189,22,19,0.631578947368421,4.674588838309858,7.551794365777062,,0
190,29,26,0.6153846153846154,4.114733032791703,6.299031397281694,,0
191,18,18,0.6111111111111112,5.013752546341821,6.858647185217117,,0
192,6,6,0.8333333333333334,5.807747151572373,7.551794365777062,,0
193,7,7,0.8571428571428571,3.7034254306738945,5.066887715989061,,0
194,27,23,0.6086956521739131,3.9119071909294147,6.299031397281694,,0
195,25,20,0.75,4.037776012387165,7.1463292576688975,,0
196,19,15,0.6,3.8458776826109227,5.942356453342962,,0
197,10,10,0.6,4.165985381485709,6.0477169690007875,,0
198,21,17,0.6470588235294118,3.505842343273612,4.5313694796326995,,0
199,13,13,0.5384615384615384,4.068139120971358,5.200419108613584,,0
200,21,19,0.631578947368421,4.614039910046085,7.1463292576688975,,0
201,17,16,0.5625,4.354256349013122,7.551794365777062,,0
202,17,16,0.6875,3.8158580644113598,5.109447330407857,,0
203,13,13,0.6923076923076923,3.5223865366024003,5.109447330407857,,0
204,7,7,1.0,4.3483615015312,7.1463292576688975,,0
205,13,13,0.6923076923076923,4.135069899711548,7.551794365777062,,0
206,23,20,0.7,4.250477561113437,7.1463292576688975,,0
207,12,12,0.75,4.464210751463642,6.299031397281694,,0
208,32,25,0.64,4.547360917184143,6.858647185217117,,0
209,15,14,0.6428571428571429,3.4341732948555244,5.0260657214688065,,0
210,23,21,0.6666666666666666,4.349751770380613,6.858647185217117,,0
211,14,14,0.5,3.676249194789738,6.0477169690007875,,0
212,14,14,0.5714285714285714,3.9825348859564706,4.986845008315525,,0
213,18,17,0.5294117647058824,3.8051430963617014,4.9491046803326775,,0
214,16,16,0.5,4.304402608520835,5.847046273538637,,0
215,26,22,0.5454545454545454,4.1219426213285555,5.942356453342962,,0
216,19,18,0.6111111111111112,3.556301462445413,6.453182077108952,,0
217,16,16,0.5625,3.373421595326701,4.877645716350533,,0
218,14,13,0.46153846153846156,3.7654507483971975,5.942356453342962,,0
219,14,13,0.5384615384615384,2.7374671155464365,4.373740535429116,,0
220,20,20,0.85,3.511322319156501,5.536891345234797,,0
221,15,15,0.7333333333333333,3.5262088752623786,6.0477169690007875,,0
222,9,9,0.5555555555555556,3.9525588470189184,5.200419108613584,,0
223,10,9,0.7777777777777778,4.403575847795303,6.453182077108952,,0
224,25,22,0.5,3.9385038660214335,5.41172820228079,,0
225,15,15,0.5333333333333333,3.472650816672207,4.58137990020736,,0
